#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
# jac2dat - Convert .jac/.jca files to various data formats
# jac2dat v1.04 (2020-07-18)
# Perl v5.30.1
# Current time: 2020-07-18 17:45:34
#
# Jaewoong Jang
# jangj@korea.ac.kr
#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

#---------------------------------------------------------------------
# Gamma-ray detector
#---------------------------------------------------------------------
# Detector ID:    det01
# Detector model: GEM (manufacturer: ORTEC, distributor: Seiko EG&G)
#---------------------------------------------------------------------
#---------------------------------------------------------------------
# Calibration functions
#---------------------------------------------------------------------
# Energy calibration date: 2018-04-19 14:19:21
# Energy (keV)   = 6.942824e-001 + 4.994878e-001*$ch + 6.919887e-008*$ch**2
# Peak FWHM (ch) = 2.076851e+000 + 8.814739e-003*sqrt($nrg) + 1.204853e-003*$nrg
#
# Efficiency calibration date: 2018-04-19 14:22:21
# Efficiency expression: fitted
# det_eff_knee: 180 keV
# det_eff_bef_knee (cnt/gam)  = exp(-3.824022e+001 + 1.427534e+001*ln($nrg) - 1.452642e+000*ln($nrg)**2)
# det_eff_from_knee (cnt/gam) = exp(1.470955e+000 - 1.018902e+000*ln($nrg) + 1.995309e-002*ln($nrg)**2)
#---------------------------------------------------------------------
#---------------------------------------------------------------------
# Time information
#---------------------------------------------------------------------
# Live time (duration): 1200 s
# Real time (duration): 1209 s
# Acquired time:        2019-01-17 11:15:30
#---------------------------------------------------------------------

#-----------------------------------------------------------------------------------------------------------------------------------------------
# Channel | Gamma energy | Peak FWHM | Peak efficiency | Count       | Count per second or "cps" | Gamma           | Gamma per second or "gps"
# (ch)    | (keV)        | (ch)      | (cnt gam^{-1})  | (cnt)       | (cnt sec^{-1})            | (gam)           | (gam sec^{-1})           
#-----------------------------------------------------------------------------------------------------------------------------------------------
666          333.3838508   2.6394761      0.0229423238       1642.79                     1.36899       71605.21363                    59.67101
667          333.8834308   2.6401986      0.0229153019      11463.47                     9.55289      500253.93737                   416.87828
668          334.3830110   2.6409209      0.0228883541       7310.31                     6.09193      319389.93751                   266.15828
669          334.8825913   2.6416432      0.0228614803      15210.41                    12.67534      665329.18342                   554.44099
670          335.3821718   2.6423654      0.0228346800       4908.67                     4.09056      214965.57031                   179.13798
671          335.8817524   2.6430875      0.0228079529       7044.19                     5.87016      308847.97211                   257.37331
672          336.3813331   2.6438096      0.0227812988      17698.38                    14.74865      776881.95814                   647.40163
673          336.8809140   2.6445315      0.0227547173      11710.07                     9.75839      514621.64332                   428.85137
674          337.3804950   2.6452533      0.0227282081      15499.26                    12.91605      681939.37353                   568.28281
675          337.8800761   2.6459751      0.0227017710       2243.66                     1.86972       98831.93713                    82.35995
676          338.3796574   2.6466967      0.0226754055      19921.35                    16.60112      878544.37643                   732.12031
677          338.8792388   2.6474183      0.0226491115      12034.80                    10.02900      531358.59243                   442.79883
678          339.3788204   2.6481398      0.0226228886      15969.85                    13.30821      705915.60185                   588.26300
679          339.8784021   2.6488612      0.0225967365      14765.09                    12.30424      653416.92257                   544.51410
680          340.3779840   2.6495825      0.0225706549       2085.41                     1.73784       92394.74937                    76.99562
681          340.8775659   2.6503037      0.0225446435       2676.44                     2.23037      118717.33522                    98.93111
682          341.3771481   2.6510249      0.0225187021      13178.84                    10.98237      585239.76948                   487.69981
683          341.8767303   2.6517459      0.0224928302      15322.44                    12.76870      681214.40626                   567.67867
684          342.3763127   2.6524669      0.0224670278       4116.37                     3.43031      183218.27172                   152.68189
